TIME,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,PUMP,GATE,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y
17.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.841,108.247,0.009459403380318365,2.9963579103746767,-0.0330742857143127,5.16458621159596,-0.23774585459684738,7.422766718946171,-0.6583731358066462,9.527730415363743,-1.4911434522331677,13.268999701555554,-2.359170403307152,17.227466041733283,-3.16384868040417,20.311053211046747,-3.566187818952673,23.634680100127127,-3.7124929602430443,27.013700770692175,-4.289432152331875,31.117369689086246
17.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.222,104.284,111.841,108.247,0.022846923218338366,2.986263607466647,-0.010116856751137604,5.135907079181367,-0.22957456868668857,7.407052120052956,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.357966002310356,17.219664810007806,-3.155677394494011,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.281260866421716,31.101655090193027
18.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.834,108.24,0.026459428571455446,2.979652828699427,-0.028404999412434018,5.135907079181367,-0.22957456868668857,7.407052120052956,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.3569534515650186,17.21647493703456,-3.155677394494011,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.281260866421716,31.101655090193027
18.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.297,111.834,108.247,0.00817128591015881,2.9663173043650097,-0.028404999412434018,5.135907079181367,-0.21128642602539194,7.388587526224734,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.3567742983120143,17.21622178704746,-3.137389251832715,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,27.016450765627184,-4.281260866421716,31.101655090193027
19.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.834,108.247,0.024649199362408947,2.984841769503481,-0.01192708596018388,5.1451992474057295,-0.21309665523443844,7.416344288277319,-0.6337239364442373,9.521307984694891,-1.4664942528707587,13.262577270886702,-2.340296384859764,17.225513955271822,-3.1391994810417607,20.304630780377895,-3.5415386195902636,23.62825766945827,-3.687843760880635,27.007278340023323,-4.264782952969465,31.11094725841739
20.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.834,108.24,0.00817128591015881,2.975549601279118,-0.010116856751137604,5.135907079181367,-0.22957456868668857,7.407052120052956,-0.6421550224767327,9.538604806225914,-1.4829721663230089,13.253285102662339,-2.353849244732674,17.215828045136526,-3.155677394494011,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.281260866421716,31.101655090193027
20.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.834,108.247,0.006096094062920665,2.991264200172333,-0.018288142661296414,5.161879817062186,-0.23774585459684738,7.422766718946171,-0.6583731358066462,9.527730415363743,-1.4911434522331677,13.268999701555554,-2.3649455842221734,17.231936385940674,-3.16384868040417,20.311053211046747,-3.562146266673568,23.644473496873523,-3.7124929602430443,27.013700770692175,-4.289432152331875,31.117369689086246
21.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.834,108.247,0.008618541169103766,2.982774730126332,-0.02795774415348906,5.143132208028581,-0.22912731342774362,7.395812655071948,-0.6497545946375425,9.519240945317742,-1.482524911064064,13.260510231509553,-2.366807926935889,17.225131483254582,-3.155230139235066,20.302563741000746,-3.557569277783569,23.626190630081126,-3.7038744190739403,27.005211300646174,-4.28081361116277,31.108880219040245
21.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.297,111.834,108.253,0.01845166883926863,2.9652793471557928,-0.010116856751137604,5.135907079181367,-0.24786271134797855,7.407052120052956,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.367255182194834,17.21790635440737,-3.155677394494011,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.281260866421716,31.101655090193027
22.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.816,108.24,-0.010116856751137604,2.957085007450896,-0.028404999412434018,5.154371673009589,-0.21128642602539194,7.388587526224734,-0.651725838530353,9.528941647188514,-1.4829721663230089,13.253285102662339,-2.357966002310356,17.219664880444643,-3.155677394494011,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.281260866421716,31.101655090193027
